순번,영화명,감독,제작사,수입사,배급사,개봉일,영화형태,국적,전국 매출액,전국 관객수,장르,등급,영화구분
2650,위자,스틸즈 화이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-16,장편,미국,570154035,73549,미스터리,15세이상관람가,일반영화
2651,리스본행 야간열차,빌 어거스트,,(주)뮤제엔터테인먼트,(주)나이너스엔터테인먼트,2014-06-05,장편,독일,565928536,73462,미스터리,15세이상관람가,독립/예술영화
2652,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2017-06-01,장편,영국,478767000,73417,애니메이션,전체관람가,독립/예술영화
2653,카운트다운,,,(유)조이앤시네마,(주)제이앤씨미디어그룹 TCO(주)더콘텐츠온,2019-12-12,장편,미국,611133000,73412,공포(호러),15세이상관람가,일반영화
2654,두 개의 문,김일란 홍지유,성소수문화환경을 위한 모임 '연분홍치마',,(주)시네마달,2012-06-21,장편,한국,503138000,73298,다큐멘터리,15세이상관람가,독립/예술영화
2655,도그빌,라스 폰 트리에,,,,2003-08-01,장편,덴마크,0,73200,범죄,18세관람가,독립/예술영화
2656,나우이즈굿,올 파커,,오퍼스픽쳐스(유),(주)인벤트스톤,2012-11-08,장편,영국,501607000,73139,드라마,15세이상관람가,독립/예술영화
2657,지구를 지켜라,장준환,(주)싸이더스,,CJ ENM,2003-04-04,장편,한국,,73132,코미디,18세관람가,독립/예술영화
2658,더 클럽,마르셀 랭겐거,,(유)마스엔터테인먼트코리아,(주)시너지하우스 (시너지),2008-10-02,장편,미국,490754500,73126,멜로/로맨스,청소년관람불가,일반영화
2659,브라보 마이 라이프,박영훈,,,(주)쇼박스,2007-09-06,장편,한국,0,73034,드라마,12세이상관람가,일반영화
2660,호텔 뭄바이,앤소니 마라스,,(주)에스와이코마드,글뫼 주식회사 (주)에스와이코마드,2019-05-08,장편,호주,599904700,72950,스릴러,15세이상관람가,독립/예술영화
2661,빅샤크3: 젤리몬스터 대소동,신우,,(주)히스토리필름 (주)팝엔터테인먼트,(주)팝엔터테인먼트,2020-07-29,장편,중국,562559660,72912,애니메이션,전체관람가,일반영화
2662,너를 잊지 않을 거야,하나도 준지,,(주)예가엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2008-10-30,장편,일본,396603500,72895,드라마,전체관람가,일반영화
2663,엽문4: 더 파이널,엽위신,,(주)키다리이엔티,(주)키다리이엔티,2020-04-01,장편,홍콩,630556300,72886,액션,12세이상관람가,독립/예술영화
2664,로망,이창근,(주)제이지픽쳐스 (주)메이스엔터테인먼트,,(주)메리크리스마스,2019-04-03,장편,한국,527390400,72761,멜로/로맨스,전체관람가,독립/예술영화
2665,내 친구의 사생활,다이앤 잉글리쉬,,(주)미로비젼,(주)엠플러스픽쳐스,2008-10-09,장편,미국,467412333,72724,멜로/로맨스,15세이상관람가,일반영화
2666,내 남자 친구는 왕자님,마사 쿨리지,파라마운트 픽쳐스 라이온스 게이트 필름즈,(주)미로비젼,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-06-18,장편,미국,0,72694,멜로/로맨스,12세관람가,일반영화
2667,집결호,펑샤오강,,(주)성원아이컴,(주)시네마서비스,2008-03-06,장편,중국,466837500,72582,액션,12세이상관람가,일반영화
2668,위대한 탄생,캐서린 하드윅,뉴라인 시네마,가나미디어 (주)태원엔터테인먼트,와이드 릴리즈(주) (주)시네마서비스,2006-12-21,장편,미국,0,72574,드라마,전체관람가,독립/예술영화
2669,파워레인져스: 더 비기닝,딘 이스라엘리트,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2017-04-20,장편,미국,570203561,72495,액션,12세이상관람가,일반영화
2670,소년시절의 너,증국상,,(주)더세컨드웨이브,(주)영화특별시에스엠씨 (주)콘텐츠패밀리,2020-07-09,장편,중국,614916500,72322,멜로/로맨스,15세이상관람가,독립/예술영화
2671,언더월드: 블러드 워,안나 포에스터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-30,장편,미국,567567100,72071,액션,15세이상관람가,일반영화
2672,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤,,우성엔터테인먼트,(주)와이즈베이,2014-09-04,장편,남아프리카공화국,521639900,72046,애니메이션,전체관람가,독립/예술영화
2673,화이트 고릴라,안드레스 G. 슈에,,(주)소나무픽쳐스,(주)마인스 엔터테인먼트 (주)박수엔터테인먼트,2013-10-31,장편,스페인,464078500,71796,애니메이션,전체관람가,일반영화
2674,청원,산제이 렐라 반살리,,(주)시네마천국 ㈜씨에이엔,이언픽쳐스 씨너스엔터테인먼트(주),2011-11-02,장편,인도,511705000,71506,드라마,12세이상관람가,독립/예술영화
2675,프란시스 하,노아 바움백,,그린나래미디어(주),그린나래미디어(주),2014-07-17,장편,미국,560752570,71506,코미디,15세이상관람가,독립/예술영화
2676,모뉴먼츠 맨: 세기의 작전,조지 클루니,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-02-27,장편,미국,534041027,71483,액션,12세이상관람가,일반영화
2677,용호문,엽위신,만다린 필름즈,(주)아이비젼 엔터테인먼트,㈜스튜디오이쩜영,2007-05-10,장편,홍콩,0,71454,액션,12세이상관람가,일반영화
2678,더 서클,제임스 폰솔트,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-06-22,장편,미국,578129700,71362,드라마,12세이상관람가,독립/예술영화
2679,정글히어로,박태동 마우리시오 드 라 오르타,원더월드 스튜디오 (주)디씨지플러스,,(주)씨제이이엔엠,2014-10-02,장편,한국,506194300,71330,애니메이션,전체관람가,일반영화
2680,트랩,유위강,,㈜코리아스크린,아이비젼엔터테인먼트(주),2009-01-29,장편,미국,490065432,71294,범죄,청소년관람불가,일반영화
2681,투 마더스,앤 폰테인,,(주)더블앤조이픽쳐스,(주)싸이더스,2013-08-22,장편,프랑스,497511000,71264,드라마,청소년관람불가,독립/예술영화
2682,위 오운 더 나잇,제임스 그레이,,판씨네마(주),유니버설픽쳐스인터내셔널 코리아(유),2008-05-29,장편,미국,471961500,71212,범죄,청소년관람불가,일반영화
2683,무도리,이형선,(주)MBC씨앤아이 (주)싸이더스,,CJ ENM,2006-09-21,장편,한국,0,70969,드라마,15세관람가,일반영화
2684,돈비 어프레이드 : 어둠 속의 속삭임,트로이 닉시,,,(주)화앤담이엔티,2011-08-25,장편,미국,521600500,70506,공포(호러),15세이상관람가,일반영화
2685,베터 댄 섹스,조나단 텝리츠키,,아우라엔터테인먼트,㈜영화사 백두대간,2003-05-23,장편,호주,0,70498,멜로/로맨스,18세관람가,독립/예술영화
2686,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-12-21,장편,일본,525099600,70350,애니메이션,전체관람가,일반영화
2687,보글보글 스폰지밥(애니),스티븐 힐렌버그,니켈로던 무비즈 파라마운트 픽쳐스,UIP코리아,UIP코리아,2005-09-30,장편,미국,0,70300,애니메이션,전체관람가,일반영화
2688,썸머 솔스티스,다니엘 미릭,,(주)아펙스 엔터테인먼트,㈜케이디미디어,2008-08-28,장편,미국,460975000,70109,공포(호러),15세이상관람가,일반영화
2689,미트 페어런츠 3,폴 웨이츠,,(주)씨제이이엔엠,(주)씨제이이엔엠,2011-03-31,장편,미국,517805000,70053,코미디,15세이상관람가,일반영화
2690,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,스기시마 쿠니히사,,애니박스 엔터테인먼트,(주)미디어데이,2011-01-05,장편,일본,474010500,70051,애니메이션,전체관람가,일반영화
2691,호텔 레이크,윤은경,(주)이에스픽쳐스 ㈜인디스토리,,(주)스마일이엔티,2020-04-29,장편,한국,592223200,70019,공포(호러),15세이상관람가,독립/예술영화
2692,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-09-28,장편,영국,420417500,69912,애니메이션,전체관람가,독립/예술영화
2693,마일22,피터 버그,,유니콘미디어(주),(주)팝엔터테인먼트,2018-08-23,장편,미국,600495500,69834,액션,15세이상관람가,일반영화
2694,인보카머스,스콧 데릭슨,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-21,장편,미국,571543200,69786,공포(호러),청소년관람불가,일반영화
2695,세상에서 고양이가 사라진다면,나가이 아키라,,(주)크리픽쳐스,(주)크리픽쳐스,2016-11-09,장편,일본,497645200,69586,드라마,12세이상관람가,독립/예술영화
2696,데스워터,야마모토 키요시,,데이지엔터테인먼트,(주)미로비젼,2007-05-31,장편,일본,0,69530,공포(호러),15세이상관람가,일반영화
2697,어카운턴트,게빈 오코너,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-10-13,장편,미국,548544928,69529,액션,15세이상관람가,일반영화
2698,브라더스,짐 쉐리단,라이온스 게이트 필름즈,(주)새인컴퍼니,(주)성원아이컴,2010-05-05,장편,미국,513691735,69470,드라마,15세이상관람가,독립/예술영화
2699,인생 후르츠,켄시 후시하라,,(주)엣나인필름,(주)엣나인필름,2018-12-06,장편,일본,537257530,69442,다큐멘터리,전체관람가,독립/예술영화
2700,열두명의 웬수들,숀 레비,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-02-13,장편,미국,0,69350,코미디,전체관람가,일반영화
2701,번개맨,조근현,(주)드림써치C&C 한국교육방송공사 EBS,,(주)키다리이엔티,2016-02-11,장편,한국,516736500,69303,판타지,전체관람가,일반영화
2702,어거스트: 가족의 초상,존 웰스,,주식회사 더쿱,주식회사 우리네트웍스,2014-04-03,장편,미국,520639800,69095,드라마,15세이상관람가,독립/예술영화
2703,하이힐을 신고 달리는 여자,더글라스 맥그래스,,(주)누리픽쳐스,필라멘트픽쳐스,2012-02-02,장편,미국,531249500,69047,코미디,15세이상관람가,일반영화
2704,주노,제이슨 라이트맨,,(주)미로비젼,(주)미로비젼,2008-02-21,장편,미국,436273333,69011,드라마,12세이상관람가,독립/예술영화
2705,돌려차기,남상국,(주)씨네이천,,(주)시네마서비스,2004-07-23,장편,한국,0,69000,코미디,12세관람가,일반영화
2706,이퀄스,드레이크 도리머스,,(주)모멘텀엔터테인먼트,(주)키다리이엔티,2016-08-31,장편,미국,519932300,68897,드라마,15세이상관람가,일반영화
2707,얼음왕국 : 북극의 여름이야기(다큐),티에리 피안타니다 티에리 라고베르트,,(주)유레카픽쳐스,(주)프라임엔터테인먼트,2006-07-13,장편,프랑스,0,68828,다큐멘터리,전체관람가,일반영화
2708,스티브 잡스,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-01-21,장편,미국,535351276,68815,드라마,12세이상관람가,일반영화
2709,달라스 바이어스 클럽,장 마크 발레,,주식회사 루믹스미디어,(주)나이너스엔터테인먼트,2014-03-06,장편,미국,517283443,68794,드라마,청소년관람불가,독립/예술영화
2710,우리 선희,홍상수,(주)영화제작전원사,,(주)영화제작전원사  (주)영화사 조제,2013-09-12,장편,한국,530265400,68770,드라마,청소년관람불가,독립/예술영화
2711,스노우 보더,올리아스 바르코,,미디어필름인터내셔날(주),쇼이스트(주),2003-12-24,장편,프랑스,0,68726,액션,15세관람가,일반영화
2712,피노키오: 당나귀 섬의 비밀,엔조 달로,,(주)드림웨스트픽쳐스,(주)인벤트스톤,2013-04-25,장편,이탈리아,430554000,68711,애니메이션,전체관람가,독립/예술영화
2713,동키호테,호셉 포조,,(주)케이알씨지 (주)코랄픽쳐스,(주)팝엔터테인먼트 예지림엔터테인먼트,2008-09-25,장편,스페인,400440500,68569,애니메이션,전체관람가,일반영화
2714,4교시 추리영역,이상용,스웨이엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,2009-08-12,장편,한국,464636012,68367,공포(호러),15세이상관람가,일반영화
2715,닥터,김성홍 김유정 배현지,(주)노마드필름,,(주)마인스 엔터테인먼트,2013-06-20,장편,한국,495574500,68312,스릴러,청소년관람불가,일반영화
2716,달콤한 백수와 사랑만들기,톰 듀이,파라마운트 픽쳐스,UIP코리아,UIP코리아,2006-04-07,장편,미국,0,68143,멜로/로맨스,15세관람가,일반영화
2717,토니 스토리: 깡통제국의 비밀,토마스 보덴스타인,,(주)메인타이틀픽쳐스,(주)영화사 빅,2013-07-18,장편,독일,422490500,67663,애니메이션,전체관람가,독립/예술영화
2718,당신이 잠든 사이에,김정민,케이엠컬쳐㈜,,(주)엠플러스픽쳐스,2008-08-14,장편,한국,448114500,67626,코미디,15세이상관람가,일반영화
2719,올 더 머니,리들리 스콧,,판씨네마(주),판씨네마(주),2018-02-01,장편,미국,547011500,67602,범죄,15세이상관람가,독립/예술영화
2720,패시파이어,아담 쉥크만,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아,브에나비스타인터내셔널코리아,2005-06-03,장편,미국,0,67499,액션,전체관람가,일반영화
2721,그녀에게,페드로 알모도바르,,판씨네마(주) (주)미로비젼,판씨네마(주) (주)미로비젼,2003-04-18,장편,스페인,0,67394,멜로/로맨스,18세관람가 청소년관람불가,독립/예술영화
2722,여곡성,유영선,(주)발자국 공장,,(주)스마일이엔티,2018-11-08,장편,한국,594373400,67368,공포(호러),15세이상관람가,일반영화
2723,극장판 반지의 비밀일기,한승우,(주)쏘울 크리에이티브 애니맥스 브로드캐스팅 코리아 유한회사,,(주)영화사 빅 (주)버킷스튜디오,2019-09-11,장편,한국,539843170,67319,애니메이션,전체관람가,일반영화
2724,트로픽 썬더,벤 스틸러,,CJ ENM,CJ ENM,2008-12-10,장편,미국,465953500,67267,액션,청소년관람불가,일반영화
2725,내 남자의 아내도 좋아,우디 알렌,(Europe) Media Program,(주)유레카픽쳐스,(주)씨지브이신도림,2009-04-15,장편,스페인,454199063,67202,드라마,15세이상관람가,독립/예술영화
2726,주문진,하명중,(주)하명중 영화제작소,,롯데쇼핑㈜롯데엔터테인먼트,2010-01-21,장편,한국,378219576,67167,드라마,12세이상관람가,일반영화
